Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type,year,clean_description,style
752,65699,US,"This is a ripe, enjoyable wine with bright flavors of blackberries and currants. Brisk acidity and thick tannins make this a great pairing with a marbled steak.",,87,30,California,Central Coast,Central Coast,,,Smith & Hook 2011 Cabernet Sauvignon (Central Coast),Cabernet Sauvignon,Smith & Hook,https://images.vivino.com/thumbs/H4p3bCe-TpyZVjx_I5_AZA_pb_x600.png,['berry'],red,2011,ripe enjoyable wine bright flavor blackberry currant brisk acidity thick tannin great pairing marbled steak,Rich and Tannic
753,128314,US,"This is a dry, finely acidic Syrah, whose sour cherry and tart persimmon flavors have just a touch of smoky new oak. It's not offering everything it has, but hangs back a little, teasing with nuance and subtlety. A very good Syrah that's drinking well now and should age well over the next 5–7 years.",,90,52,California,Santa Maria Valley,Central Coast,,,Bien Nacido 2009 Syrah (Santa Maria Valley),Syrah,Bien Nacido,https://images.vivino.com/thumbs/tldBtBQdROe32TncmF4ZmA_pb_x600.png,"['wood', 'berry']",red,2009,dry finely acidic Syrah sour cherry tart persimmon flavor touch smoky new oak offer hang little tease nuance subtlety good Syrah drink age 5–7 year,Concentrated and Fruity
754,59918,US,"This is the priciest Cab Ca' Momi has released in years, but it's also the best. It's soft, complex and delicious in black currants, chocolate and oak, with wonderfully smooth tannins, and just enough acidity for balance. It's clearly decadent for drinking now through 2020. Beyond that, all bets are off.",Reserve,92,68,California,Napa Valley,Napa,,,Ca' Momi 2011 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Ca' Momi,https://images.vivino.com/thumbs/CW_O_-vwScylpd5Z4ggE4w_pb_x600.png,"['coffee', 'wood', 'chocolate', 'berry']",red,2011,pricy Cab Momi release year good soft complex delicious black currant chocolate oak wonderfully smooth tannin acidity balance clearly decadent drink 2020 bet,Outlier/Not Classified
755,49405,France,"This wine is tight and closed at this stage, although it has great potential. The fruit is lively and crisp, just waiting to burst out with citrus and sliced apple fruitiness. Wait until late 2017.",,88,15,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Lussac 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château de Lussac,https://images.vivino.com/thumbs/GuX6Pm7HTo275wUp8JGKdA_pb_x600.png,"['citrus', 'fruit']",white,2016,wine tight close stage great potential fruit lively crisp wait burst citrus sliced apple fruitiness wait late 2017,Outlier/Not Classified
756,13001,US,"The fault with this enormous Zin is that despite a hefty 15.6% alcohol, it still tastes as sweet as a ruby Port. Fifty percent new oak only contributes caramel to what should properly be labeled a dessert wine.",Beatty Ranch Vineyard,82,39,California,Howell Mountain,Napa,,,Vie Winery 2005 Beatty Ranch Vineyard Zinfandel (Howell Mountain),Zinfandel,Vie Winery,https://images.vivino.com/thumbs/czbMrz5hQeW43Jc122Xpzg_150x200.jpg,['wood'],red,2005,fault enormous Zin despite hefty 15.6 alcohol taste sweet ruby Port percent new oak contribute caramel properly label dessert wine,Outlier/Not Classified
757,124487,France,"Based in Nuits Saint-Georges, Aegerter has its own domaine around the town. This wine, with its new wood and spice flavors, is balanced with red-berry fruits and soft tannins. It will develop well and should be ready to drink from 2019.",,90,80,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2014  Nuits-St.-Georges,Pinot Noir,Jean-Luc and Paul Aegerter,https://images.vivino.com/thumbs/00jx9r40f31to_150x200.jpg,"['wood', 'spice', 'berry']",red,2014,base Nuits Saint Georges Aegerter domaine town wine new wood spice flavor balance red berry fruit soft tannin develop ready drink 2019,Concentrated and Fruity
758,23024,US,"There's a nice touch of green pasilla chile on the nose of this wine, with red currant undertones. The peppery elements consume the palate as well, giving it a more distinct and food-friendly nature than overly ripe versions.",,91,35,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Le Vigne 2011 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Le Vigne,https://images.vivino.com/thumbs/1I_upJZMTIi4Z675xhsCkg_150x200.jpg,"['spice', 'berry']",red,2011,nice touch green pasilla chile nose wine red currant undertone peppery element consume palate give distinct food friendly nature overly ripe version,Outlier/Not Classified
759,56783,Portugal,"Ripe and smooth wine, with a rich Port-like aroma, the sweet fruit structured with some fresh stalky tannins. Great herbal and wild berry flavors to finish.",Azul Portugal,89,10,Douro,,,Roger Voss,@vossroger,Wines & Winemakers 2008 Azul Portugal Red (Douro),Portuguese Red,Wines & Winemakers,https://images.vivino.com/thumbs/yTkg2Q0sSXmdaY-NgeFdvA_pb_x600.png,"['herbs', 'berry']",red,2008,ripe smooth wine rich port like aroma sweet fruit structure fresh stalky tannin great herbal wild berry flavor finish,Concentrated and Fruity
760,73214,US,"Heady floral and stone fruit scents are enticing, but a bit perfumy on this aromatic wine. The palate is bright and fresh with brisk lemon and tangerine flavors that are straightforward yet enjoyable.",,86,18,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Coffee Pot Cellars 2010 Sauvignon Blanc (North Fork of Long Island),Sauvignon Blanc,Coffee Pot Cellars,https://images.vivino.com/thumbs/Z_WhZujMQYW2-qnUKO_1yg_150x200.jpg,"['flowers', 'mineral', 'citrus']",white,2010,heady floral stone fruit scent entice bit perfumy aromatic wine palate bright fresh brisk lemon tangerine flavor straightforward enjoyable,Crisp and Citrusy
761,5930,France,"This wine has attractive black-currant fruits and fresh, light acidity. It's an early-developing wine with soft tannins and a stalky backdrop. Drink from 2018.",,88,45,Bordeaux,Margaux,,Roger Voss,@vossroger,Chateau d'Angludet 2013  Margaux,Bordeaux-style Red Blend,Chateau d'Angludet,https://images.vivino.com/thumbs/bcBcgGWXS2GEB0k0K520Bw_pb_x600.png,['berry'],red,2013,wine attractive black currant fruit fresh light acidity early develop wine soft tannin stalky backdrop drink 2018,Concentrated and Fruity
762,93211,Italy,"This blend of Incrocio Manzoni, Trebbiano, Malvasia and Grechetto opens with tutti frutti aromas of ripe banana, pineapple and pear that carry over to the palate, along with mango. The savory palate also has a certain salinity that restrains the exuberant fruit.",Hedone Bianco,86,20,Central Italy,Umbria,,Kerin O’Keefe,@kerinokeefe,Cirulli 2011 Hedone Bianco White (Umbria),White Blend,Cirulli,https://images.vivino.com/thumbs/KvnMNkFDQvy26fzwE7sdgQ_pb_x600.png,['fruit'],white,2011,blend Incrocio Manzoni Trebbiano Malvasia Grechetto open tutti frutti aromas ripe banana pineapple pear carry palate mango savory palate certain salinity restrain exuberant fruit,Mellow and Light-Bodied
763,85586,US,"Perfumed with oak and smoke, this is a full-bodied, robustly built and powerful reserve-level wine, the fruit taking on a candied berry quality as it opens. Soft tannins fill out the palate, while a layering of pepper and cinnamon notes weigh in, taking full strength on the finish.",Reserve,88,55,California,Chiles Valley,Napa,Virginie Boone,@vboone,Frank Family 2014 Reserve Zinfandel (Chiles Valley),Zinfandel,Frank Family,https://images.vivino.com/thumbs/mBfh6B6_Tneo51MbFtqH3A_pb_x600.png,"['wood', 'smoky', 'caramel', 'berry', 'spice']",red,2014,perfume oak smoke bodied robustly build powerful reserve level wine fruit take candy berry quality open soft tannin fill palate layering pepper cinnamon note weigh take strength finish,Structured and Toasty
764,38618,US,"This is barrel fermented, and it's for the consumer who loves the oakier style of Chardonnay. This excellent vineyard has the fruit concentration and acidity to stand up to the barrel flavors.",Connor Lee Vineyard,88,18,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Arbor Crest 2007 Connor Lee Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Arbor Crest,https://images.vivino.com/thumbs/aqylxd8ISNeZfK8Rs_nhKA_150x200.jpg,['wood'],white,2007,barrel ferment consumer love oakier style Chardonnay excellent vineyard fruit concentration acidity stand barrel flavor,Sweet and Buttery
765,37376,Austria,"Lovers of the purest mineral Riesling, very steely, will go crazy for this wine. It is tightly woven around a core of green and white fruits and the crispest, knife-edge sharp acidity. It is for aging, to produce a stunning wine in 4–5 years at a minimum.",Heiligenstein,94,54,Kamptal,,,Roger Voss,@vossroger,Schloss Gobelsburg 2008 Heiligenstein Riesling (Kamptal),Riesling,Schloss Gobelsburg,https://images.vivino.com/thumbs/jbAYDAMnTH-PSwWJ5iP9Fw_pb_x600.png,['mineral'],white,2008,lover pure mineral Riesling steely crazy wine tightly weave core green white fruit crisp knife edge sharp acidity aging produce stunning wine 4–5 year minimum,Concentrated and Fruity
766,67533,US,"Aromatically this wine offers a lot of pleasant things, from anise and violet to pretty dark cherry and blackberry fruit. The tannins are pronounced and leathery, the mouthfeel quite concentrated, making it a hearty wine that could take a little more time in bottle to come around. The 2009 is more accessible.",Shake Ridge Vineyards,87,38,California,Amador County,Sierra Foothills,Virginie Boone,@vboone,Yorba 2008 Shake Ridge Vineyards Tempranillo (Amador County),Tempranillo,Yorba,https://images.vivino.com/thumbs/00k5gisibucoc_150x200.jpg,"['leather', 'spice', 'berry']",red,2008,aromatically wine offer lot pleasant thing anise violet pretty dark cherry blackberry fruit tannin pronounce leathery mouthfeel concentrate make hearty wine little time bottle come 2009 accessible,Outlier/Not Classified
767,52851,US,"Vanilla, green wood and dark fruit aromas lead to sweet black currant and baking spice flavors. The wood is somewhat prominent at times but it still provides a lot of appeal.",,89,34,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Coeur d'Alene 2013 Cabernet Sauvignon (Washington),Cabernet Sauvignon,Coeur d'Alene,https://images.vivino.com/thumbs/Mg8zPcBQQLG-62rd4bFPbw_150x200.jpg,"['wood', 'spice', 'vanilla', 'berry']",red,2013,Vanilla green wood dark fruit aroma lead sweet black currant bake spice flavor wood somewhat prominent time provide lot appeal,Spicy and Aromatic
768,41766,France,"A closed nose shows the faintest notes of quince. The palate is dry and fresh with lots of lemony zestiness. It's slender and clean with a wonderful, straightlaced backbone. Freshness and tautness signal a purposeful, lively wine, full of apple fruit and aromatic overtones of quince.",Kirchberg de Barr Grand Cru,91,22,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Willm 2013 Kirchberg de Barr Grand Cru Riesling (Alsace),Riesling,Willm,https://images.vivino.com/thumbs/xVNeZW-wRQyqr7pEg06z0Q_pb_x600.png,"['citrus', 'fruit']",white,2013,closed nose show faint note quince palate dry fresh lot lemony zestiness slender clean wonderful straightlace backbone freshness tautness signal purposeful lively wine apple fruit aromatic overtone quince,Crisp and Citrusy
771,15663,France,"Aromatic notes of tangerine and mandarin play on the nose, making for a heady opening. The concentrated palate shows juicy ripeness against tingling tart freshness. The finish is absolutely dry and totally refreshing. Drink now–2027.",Anne de K Schlossberg Grand Cru,94,25,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Bestheim 2015 Anne de K Schlossberg Grand Cru Riesling (Alsace),Riesling,Bestheim,https://images.vivino.com/thumbs/mgJG551zREe50BYu0jy6nA_150x200.jpg,['citrus'],white,2015,aromatic note tangerine mandarin play nose make heady opening concentrated palate show juicy ripeness tingle tart freshness finish absolutely dry totally refreshing Drink now–2027,Crisp and Citrusy
772,2683,Spain,"Earthy, mildly leafy aromas of dried red fruits and vanilla are textbook for Rioja gran reserva. A medium-bodied palate shows balsamic richness along with flavors of prune, raisin, cassis and loamy earth. This is mild but solid on the finish, with a quick fade to the fruit component. Drink now.",Viña Muriel Gran Reserva,90,50,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Muriel 2004 Viña Muriel Gran Reserva  (Rioja),Tempranillo,Bodegas Muriel,https://images.vivino.com/thumbs/MLodSELWTYq4rMqKBMetJA_150x200.jpg,"['herbs', 'fruit', 'mineral', 'berry', 'vanilla']",red,2004,earthy mildly leafy aroma dry red fruit vanilla textbook Rioja gran reserva medium bodied palate show balsamic richness flavor prune raisin cassis loamy earth mild solid finish quick fade fruit component drink,Mellow and Light-Bodied
775,68180,US,"Mixing delicate highlights of dried leaves with generous flavors of ripe berries, this appealing, open, delicious Resonance Reserve is finished at just 13.8% alcohol. It is a pretty wine, balanced and lightly annotated with caramel and milk chocolate.",Resonance Vineyard Reserve,91,42,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Sineann 2010 Resonance Vineyard Reserve Pinot Noir,Pinot Noir,Sineann,https://images.vivino.com/thumbs/T6pX9HAeTcqGUe-3lxPfgA_pb_x600.png,"['coffee', 'chocolate']",red,2010,mix delicate highlight dry leave generous flavor ripe berry appealing open delicious Resonance Reserve finish 13.8 alcohol pretty wine balanced lightly annotate caramel milk chocolate,Outlier/Not Classified
776,124751,Portugal,"Named “new world” to recognize Portugal's great contribution to discovery, the wine itself is more traditional. It is a ripe blend of local varieties, fully integrated with black currant fruits and just a hint of a dry core of tannins. Drink now.",Novo Mondo Colheita Seleccionada,84,7,Tejo,,,Roger Voss,@vossroger,Enoport 2014 Novo Mondo Colheita Seleccionada Red (Tejo),Portuguese Red,Enoport,https://images.vivino.com/thumbs/HHE-bXYWSZ-cKB2DHSzwOw_pb_x600.png,['berry'],red,2014,name new world recognize Portugal great contribution discovery wine traditional ripe blend local variety fully integrate black currant fruit hint dry core tannin drink,Concentrated and Fruity
777,117356,Italy,"The nose is rather shy but eventually reveals suggestions of berry, aromatic herb and oak-driven spice. The assertive palate offers licorice, coffee and raw cherry alongside grainy tannins that clench the lean finish. You'll also notice a green note of powdered sage.",,87,49,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Negretti 2013  Barolo,Nebbiolo,Negretti,https://images.vivino.com/thumbs/qLw8PdWMTmO9b7YNXfpDIw_pb_x600.png,"['wood', 'herbs', 'coffee', 'berry', 'spice']",red,2013,nose shy eventually reveal suggestion berry aromatic herb oak drive spice assertive palate offer licorice coffee raw cherry alongside grainy tannin clench lean finish notice green note powdered sage,Spicy and Aromatic
778,114924,US,"Grapefruit aromas, bright kiwi and apple flavors and appetizing acidity make a lively, refreshing wine. This will be thirst-quenching on hot summer days and good with seafood, goat cheese and many other dishes any time of the year.",,88,10,California,California,California Other,Jim Gordon,@gordone_cellars,Bogle 2014 Sauvignon Blanc (California),Sauvignon Blanc,Bogle,https://images.vivino.com/thumbs/OTVQ7FxqRiaVOcPyT4qtaw_pb_x600.png,"['citrus', 'fruit']",white,2014,Grapefruit aroma bright kiwi apple flavor appetizing acidity lively refreshing wine thirst quenching hot summer day good seafood goat cheese dish time year,Concentrated and Fruity
