,Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type,year
557,700,27645,Italy,"Scrio boasts chunky aromas of clove, milk chocolate, coconut and pulsing blueberry. You can definitely identify the hot vintage in the wine's complex DNA although it isn't a big issue in terms of quality. The mouthfeel is polished and firm and the wine's long finish is amazing.",Scrio,90,210,Tuscany,Toscana,,,,Le Macchiole 2003 Scrio Syrah,Syrah,Le Macchiole,https://www.lemacchiole.it/public/wines/LE%20MACCHIOLE%20WEB%202018%20VINI_SCRIO%202003_xd8pb4cm.jpg,"['berry', 'chocolate', 'nut']",red,2003
558,701,31352,Argentina,"Funky at first and simply not as smooth, pure and clean as Catena's Nicasia and Adrianna Malbecs, which are the components of this wine. Argentino in 2007 is deep and dark like always, with coconut and cassis aromas preceding a sweet, ultrarich palate that's teetering on candied. Quite oaky and chocolaty as well, with brown sugar and depth to the finish. Drink now through 2014.",Argentino,92,120,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Catena Zapata 2007 Argentino Malbec,Malbec,Bodega Catena Zapata,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/108600.jpg","['oak', 'nut']",red,2007
559,703,39573,US,"Once past a surprisingly minty open, this stiff and earthy Malbec tightens up into a Bordeaux-like cocoon. It's an austere wine, that slowly reveals dark cassis fruit, dried herbs, and a finishing whiff of coconut. Give it plenty of breathing time, or decant.",,88,29,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Three Rivers 2010 Malbec ),Malbec,Three Rivers,https://shop.foleyfoodandwinesociety.com/on/demandware.static/-/Sites-foley-navigation-catalog/default/dwd278303c/images/wineclub/Three-Rivers/Three-Rivers-Wine-Club-Hero-Image-1920x540.png,"['fruit', 'nut', 'herb', 'earth']",red,2010
560,705,36216,Portugal,"A powerful and dense wine, showing some rustic character, big red fruit and dark tannins. This superb wine has weight and concentration, balanced acidity and a growing sense of maturity. This wine from the legendary Mouchão estate needs considerable aging; drink from 2018.",,95,36,Alentejano,,,Roger Voss,@vossroger,Mouchão 2007 Red,Portuguese Red,Mouchão,https://cdn.ct-static.com/labels/6c033b8f-c624-4ed3-9937-a99ccde1a0f7.jpg,['fruit'],red,2007
561,707,39527,US,"This blend of Bordeaux varieties (39% Cab Sauv, 37% Merlot, 12% Petit Verdot, 8% Cab Franc and 4% Malbec) opens with a nice purity of fruit, mainly plum and cassis and shows a deftness of blending. There's a touch of green pepper at the finish.","33 Degrees North Gracie Hill Vineyard, BDX",87,33,California,South Coast,South Coast,Virginie Boone,@vboone,"Fallbrook 2008 33 Degrees North Gracie Hill Vineyard, BDX Red",Red Blend,Fallbrook,"https://www.wine-searcher.com/images/labels/33/38/10403338.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'pepper', 'plum']",red,2008
562,708,24661,Italy,"Mildly grassy in the nose, with accents of fig, melon and citrus rind. It's got some hay and funky earthiness to the otherwise tangy, citrus-driven palate. The acidity isn't overpowering, so the mouthfeel is a bit creamy. Overall it's a good mainstream wine unlikely to offend anyone.",,88,19,Northeastern Italy,Friuli Aquileia,,,,Foffani 2000 Sauvignon Blanc,Sauvignon Blanc,Foffani,https://www.wineenthusiast.com/wp-content/uploads/2024/07/07_24_New_Zealand_Sauvignon_Blanc_HERO_Wine.com_SaratogaWine_1920x1280.jpg,"['citrus', 'earth']",white,2000
563,709,41192,Italy,"A Nebbiolo from the steep vineyards of Valtellina, this opens with aromas of crushed violets, perfumed berry, flint and a whiff of Alpine herbs. The bright palate delivers crushed sour cherries, juicy raspberries, grilled sage, tobacco and a hint of vanilla alongside racy acidity and polished tannins. Enjoy through 2020.",Inferno Al Carmine,91,29,Lombardy,Valtellina Superiore,,Kerin O’Keefe,@kerinokeefe,Caven 2008 Inferno Al Carmine,Nebbiolo,Caven,http://vinidivaltellina.hq.nereal.com/files/data/BottleDetail/2/06ef42a7287a0d67c50f30518cf7aca1.jpg,"['berry', 'vanilla', 'herb']",red,2008
564,710,37513,France,"This wine takes white Châteauneuf-du-Pape to rare heights. Mouthwatering aromas of toasted nuts and pineapple set the stage for a full-bodied, rich, succulent wine experience whose finish lingers. Yet despite the wine's undeniable heft, it never seems overly weighty. Drink this blend of 80% Roussanne and 20% Grenache Blanc over the next couple of years.",Château de Beaucastel,93,108,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Famille Perrin 2011 Château de Beaucastel White,Rhône-style White Blend,Famille Perrin,https://cdn.ct-static.com/labels/66d06f12-6e41-4f61-9f5f-c3ee71e9ff15.jpg,"['apple', 'nut']",white,2011
565,711,36435,France,"Only very subdued notes of citrus emerge and add a little polish to a rounded, balanced and dry palate. However, a lovely, bundled ray of tangerine zestiness at the core brightens the wine immensely.",Tradition,88,25,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Emile Beyer 2014 Tradition Pinot Gris,Pinot Gris,Emile Beyer,https://www.wineenthusiast.com/wp-content/uploads/2023/05/Alsace_Pinot_Gris-1-1280x853.jpg,['citrus'],white,2014
566,712,48953,US,"Plush and dusty, this splendid Merlot offers unusual depth and texture, even for Washington versions of the much-maligned grape. Along with black cherry fruit come highlights of herb and olive, spicy oak and rich earth. The density and detail carry through a long finish.",,92,52,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Woodward Canyon 2011 Merlot ),Merlot,Woodward Canyon,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/136272.jpg","['fruit', 'cherry', 'oak', 'herb', 'earth']",red,2011
567,713,63231,US,"Delicious and classy, this is based on Merlot, with the other four classic Bordeaux varieties in proper proportion. It flatters immediately with its wealth of blackberries, black cherries, cola and mocha that finish so dry and spicy, yet it has that extra complexity that makes it intellectually interesting. Drink now and over the next six years.",Cuvée Kristin Estate Blend Red Wine,93,55,California,Sonoma Valley,Sonoma,,,Korbin Kameron 2008 Cuvée Kristin Estate Blend Red Wine Red,Bordeaux-style Red Blend,Korbin Kameron,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/155229_21BE_OCT12_3083.jpg,[],red,2008
568,714,19428,US,"Labeled reserve, this young wine has a bit more heft than the Willamette Valley bottling. Black cherry, cola and Dr. Pepper flavors wrap into an earthy, chalky, tannic finish.",Reserve,86,20,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Kudos 2012 Reserve Pinot Noir,Pinot Noir,Kudos,https://i0.wp.com/pullthatcork.com/wp-content/uploads/2015/06/2012-Kudos-Reserve-Yamhill-Carlton-Pinot-Noir.jpg,"['cherry', 'pepper', 'earth']",red,2012
569,715,46583,US,"Cedarville's ode to Priorat, this is a mix of 45% Grenache, 30% Syrah and 25% Cabernet Sauvignon. The three get along swimmingly, amusingly mixing into a triad of dark blackberry, dark licorice and dark chocolate. The rich texture is on the mark, and the wine provides just the right heft for any spicy, brawny meal.",Turnabout's,92,39,California,Fair Play,Sierra Foothills,Virginie Boone,@vboone,Cedarville Vineyard 2009 Turnabout's Red,Red Blend,Cedarville Vineyard,https://www.wine-searcher.com/images/labels/27/01/cedarville-vineyard-turnabouts-fair-play-usa-10752701.jpg,"['berry', 'chocolate']",red,2009
570,716,60869,US,Sugary sweet and cloying in raspberry jelly flavor. More of a simple dessert wine than a rosé.,Rock N Rosé Zinfandel,81,20,California,Sonoma Valley,Sonoma,,,Headbanger 2010 Rock N Rosé Zinfandel Rosé,Rosé,Headbanger,https://www.equitynet.com/m/media/13311Lffb-orig/hoffman-family-cellars-image-10.jpg,['berry'],red,2010
571,717,39641,US,"From both hillside sites and valley floor, this entry-level wine is impressively made and ready to be enjoyed. A mix of rose petals and raspberry preserves surround a good grip of tannin and savory tease of clove, before a lengthy finish adds to the experience. It's made with 2% Petit Verdot and 1% Cabernet Franc.",,91,55,California,Napa Valley,Napa,Virginie Boone,@vboone,Hall 2012 Cabernet Sauvignon,Cabernet Sauvignon,Hall,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/146959fbs.jpg",['berry'],red,2012
572,718,75679,US,"Shows all the hallmarks of an important young Napa Cabernet. Bone dry and quite hard in tannins, it's immensely concentrated in blackberries, black currants, cassis and fine, smoky new oak. Possesses that elusive quality of dramatic terroir, a real sense of place. Very fine young wine that needs time. Cellar until at least 2015.",,93,40,California,Napa Valley,Napa,,,Freemark Abbey 2007 Cabernet Sauvignon,Cabernet Sauvignon,Freemark Abbey,https://popandpour.ca/wp-content/uploads/2011/11/photo-10.jpg,['oak'],red,2007
573,719,41687,South Africa,"This wine has a direct and approachable feel, with bright, fruity aromas and flavors of black berry, cherry, fig and currant alongside accents of toasty vanilla and cocoa. It's medium weight and well balanced, with a solid structure and an enduring finish.",Optima,89,35,Franschhoek,,,Lauren Buzzeo,@laurbuzz,Anthonij Rupert 2009 Optima Red,Red Blend,Anthonij Rupert,https://en.antikwein.de/media/23/1c/50/1687795075/optima-rupert-2012.jpg,"['fruit', 'berry', 'cherry', 'vanilla', 'cocoa']",red,2009
574,720,118338,Spain,"Dusty, spicy and a little scratchy on the nose, this has leather, vanilla and mild fruit aromas. It feels tangy, with a light herb flavor working in tandem with dry plum and berry notes. Briary, spicy and drying on the finish.",Monte Haro Red,86,10,Northern Spain,Rioja,,Michael Schachner,@wineschach,Federico Paternina 2010 Monte Haro Red,Tempranillo Blend,Federico Paternina,https://images.vivino.com/thumbs/FdLHHgsNQzSy373jT7ludQ_pb_x600.png,"['fruit', 'berry', 'vanilla', 'herb', 'leather', 'plum']",red,2010
575,721,3182,France,"From the south-east facing Côte du Py, this is a powerfully structured wine. It is as full of tannins as of ripe red fruits. The wine with its dense character it likely to age well over several years. Drink from 2018.",Domaine de Javernière Côte du Py,90,20,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2015 Domaine de Javernière Côte du Py,Gamay,Georges Duboeuf,https://www.quintessentialwines.com/assets/client/Image/Bottle_Shots_3/Georges%20Deboeuf/Domaines/Dom-de-Javer-Morgon/Morgon-Domaine-de-Javerniere-NV.png,['fruit'],red,2015
576,722,76776,US,"Deep black plum and black cherry flavors lend fruit concentration to this full-bodied and mouth-filling wine from a tiny hilltop appellation in Mendocino County. Its dark fruit flavors are quite ripe but not sweet, and a good wrapping of fine-grained tannins supports the richness very well.",Weir Vineyard Méthode Ancienne,92,85,California,Yorkville Highlands,North Coast,Jim Gordon,@gordone_cellars,Talisman 2014 Weir Vineyard Méthode Ancienne Pinot Noir,Pinot Noir,Talisman,https://www.princeofpinot.com/media/images/11_07/11_07-33.jpg,"['fruit', 'cherry', 'plum']",red,2014
577,723,114288,Chile,"This opens with a blast of bell pepper and leafy berry aromas. The palate is juicy but scratchy, while flavors of plum, raspberry and herbs finish tart, with no evolution.",Select Terroir,83,10,Cachapoal Valley,,,Michael Schachner,@wineschach,Santa Ema 2011 Select Terroir Merlot,Merlot,Santa Ema,https://www.colonialspirits.com/wp-content/uploads/2016/01/Santa-Ema-ST-Sauv-Blanc.jpg,"['berry', 'pepper', 'herb', 'plum']",red,2011
578,724,28297,US,"Dry and tannic, this wine still has a velvety mouthfeel where the blackberry and cherry flavors add a brown sugary edge, like a granola bar. Drink up.",,86,37,California,Alexander Valley,Sonoma,,,Hanna 2010 Cabernet Sauvignon,Cabernet Sauvignon,Hanna,"https://www.wine-searcher.com/images/labels/53/44/10085344.jpg?width=260&height=260&fit=bounds&canvas=260,260","['berry', 'cherry']",red,2010
579,725,56988,US,"This tangy, all-stainless, lightly grassy, dry Sauvignon Blanc is a pure and definitive elaboration of the grape's varietal character. Penetrating and crisp, it would be hard  to ask for more from a $9 wine.",Fumé Blanc,91,9,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Barnard Griffin 2012 Fumé Blanc Sauvignon Blanc ),Sauvignon Blanc,Barnard Griffin,https://shop.klwines.com/_next/image?url=https%3A%2F%2Fcdn.klwines.com%2Fimages%2Fskus%2Fshiner_white_x.jpg&w=256&q=75,[],white,2012
580,727,7763,US,"Floral and fleshy, this is a big-boned, concentrated wine. A ripe rendering of apple, pear and peach is spiked in intriguing seasonings of lemongrass and nutmeg.",Sangiacomo Green Acres Catarina Clone 4,91,48,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Saintsbury 2015 Sangiacomo Green Acres Catarina Clone 4 Chardonnay,Chardonnay,Saintsbury,https://s3.amazonaws.com/thewinespies-production/uploads/product/image/5486-492e83f60435c254fae255f4cc3b7e40631b2c0f/product_photo.jpg,"['apple', 'pear', 'peach', 'lemon', 'nut', 'floral', 'lemon']",white,2015
581,729,61767,US,"There's a Porty overripeness all through this wine, like concentrated raisins and prunes. Although it's basically dry, it has a raisiny sweetness, especially toward the finish.",Weir Vineyard,84,42,California,Yorkville Highlands,North Coast,,,Drew 2010 Weir Vineyard Pinot Noir,Pinot Noir,Drew,https://www.princeofpinot.com/media/images/09_08/09_08-62.jpg,['prune'],red,2010
582,730,127863,US,"Crushed earth notes juxtapose ripe lime, tangerine and melon in this refreshing easy-drinking Sauvignon Blanc. Medium bodied with a crisp tonic mouthfeel and brisk acidity, it's an appealing apéritif and summer quaffer.",,87,22,New York,Long Island,Long Island,Anna Lee C. Iijima,,Wölffer 2016 Sauvignon Blanc,Sauvignon Blanc,Wölffer,https://wainscottmain.com/cdn/shop/files/2F8AF82F-8463-4EE8-A044-2BA0FDD1D157.jpg?v=1723854814,"['lime', 'earth']",white,2016
583,731,124593,Italy,"Here's a Barolo that lives up to its “riserva” status thanks to aged aromas of old spice, leather, black mineral, root beer, tar and menthol-like intensity. There are some earthy, dusty tones on the finish and the wine imparts firm, ripe tannins in the mouth. Riservas are usually aged one more year than base Barolos.",Preve Riserva,92,125,Piedmont,Barolo,,,,Gianni Gagliardo 2004 Preve Riserva,Nebbiolo,Gianni Gagliardo,https://images.vivino.com/thumbs/YwhuFw9cRSqqZ2B4e-Q90A_pb_x600.png,"['spice', 'earth', 'mineral', 'leather']",red,2004
584,732,126002,Portugal,This blend of Sauvignon Blanc and Arinto is bright and herbaceous. There is also a more tropical character with pineapple and mango adding their riper notes. The end has a mineral edge. The wine will improve by holding until 2015 in bottle.,,84,13,Tejo,,,Roger Voss,@vossroger,Casal do Conde 2013 White,Portuguese White,Casal do Conde,https://www.portugalvineyards.com/97472-home_default/quinta-do-casal-branco-touriga-nacional-red-2022.jpg,"['apple', 'tropical', 'herb', 'mineral']",white,2013
585,733,110835,Germany,"Whiffs of pine frond and moss lend a cool, alpine air to the nose of this medium-dry Riesling, but the palate is all lemon drops and sunshine. Juicy citrus flavor is uplifted by a stream of acidity that's invigoratingly fresh.",Kiedrich Turmberg Spätlese,92,92,Rheingau,,,Anna Lee C. Iijima,,Robert Weil 2013 Kiedrich Turmberg Spätlese Riesling,Riesling,Robert Weil,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/204030_99BE_APR15_3520.jpg,"['citrus', 'lemon', 'lemon']",white,2013
586,735,56693,US,"Subtle aromatics ride a steely frame of straightforward acidity and subtle oak, the wine medium in build and layers. It finishes in a flourish of salty brine.",,87,20,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Bravium 2015 Chardonnay,Chardonnay,Bravium,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/c08b318f-8e6f-40ba-a2ce-aafea4daabf3-retina-large.jpg",['oak'],white,2015
